Item ID / SKU,Product Name,Qty Change,Stock On Hand,Transaction Type,Audit Time
12519,Food Grade Nigari (0.5kg/Bag),0,0,,2025/4/30 23:48
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/5/7 13:47
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/5/7 13:47
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/5/19 21:45
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/5/19 21:45
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/5/26 12:32
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/5/26 12:32
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/6/2 22:00
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/6/2 22:00
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/6/17 21:13
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/6/17 21:13
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/6/26 21:25
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/6/26 21:25
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/7/9 18:06
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/7/9 18:06
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/7/17 14:16
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/7/17 14:16
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/7/25 21:35
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/7/25 21:35
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/8/12 0:15
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/8/12 0:15
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/8/23 14:22
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/8/23 14:22
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/9/6 14:33
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/9/6 14:33
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/9/25 11:03
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/9/25 11:03
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/10/2 14:19
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/10/2 14:19
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/10/27 22:59
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/10/27 22:59
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/11/14 22:15
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/11/14 22:15
12519,Food Grade Nigari (0.5kg/Bag),10,10,Stock Receipt,2025/11/23 0:18
12519,Food Grade Nigari (0.5kg/Bag),-10,0,Consumption Log,2025/11/23 0:18
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/12/10 20:22
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/12/10 20:22
12519,Food Grade Nigari (0.5kg/Bag),5,5,Stock Receipt,2025/12/15 22:14
12519,Food Grade Nigari (0.5kg/Bag),-5,0,Consumption Log,2025/12/15 22:14
12519,Food Grade Nigari (0.5kg/Bag),4,4,Stock Receipt,2025/12/29 21:42
12519,Food Grade Nigari (0.5kg/Bag),-4,0,Consumption Log,2025/12/29 21:42
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,制表时间:2026-01-23 09:36:18,,,,
