日期,菜品,销量
2025-09-18,加勒比手撕烤鸡,7
2025-09-30,福佳白4.5度,2
2025-09-16,香脆鱼肚（外卖）,1
2025-09-18,杨枝甘露,3
2025-09-10,加勒比手撕鸡（外卖）,1
2025-09-24,米饭,52
2025-09-18,杨枝甘露,1
2025-09-10,加勒比手撕烤鸡,14
2025-09-30,梅子酒（半斤）,3
2025-09-25,卤肥肠,1
2025-09-24,米饭（外卖）,11
2025-09-18,杨枝甘露-花傲天同款,1
2025-09-18,杨枝甘露-花傲天同款,1
2025-09-18,杨枝甘露,1
2025-09-18,香辣花甲（外卖）,2
2025-09-20,卤肥肠,2
2025-09-26,米饭（外卖）,18
2025-09-26,米饭,89
2025-09-30,朝日生啤,1
2025-09-06,杨枝甘露,2
2025-09-06,杨枝甘露,4
2025-09-06,杨枝甘露,3
2025-09-06,卤肥肠,3
2025-09-09,尽情撸串把把烧套餐（50串）(外卖),1
2025-09-15,烤鱿鱼须(2串起烤),6
2025-09-02,凤梨烤牛肉,17
2025-09-18,米饭,59
2025-09-18,小份麻辣味烤鱼（黑豆花）,10
2025-09-09,宜宾把把烧,9
2025-09-16,魔芋,4
2025-09-09,宜宾把把烧,7
2025-09-18,米饭（外卖）,15
2025-09-07,米饭（外卖）,46
2025-09-07,米饭,85
2025-09-10,红糖糍粑,14
2025-09-18,香脆鱼肚（外卖）,1
2025-09-18,老坛酸菜,1
2025-09-12,薯条,2
2025-09-16,魔芋（外卖）,7
2025-09-06,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,6
2025-09-07,米饭（外卖）.,2
2025-09-06,凤梨百香果绿茶,6
2025-09-16,魔芋,6
2025-09-18,翡翠青椒,2
2025-09-02,烤鸡翅,13
2025-09-16,匠匠家的面,15
2025-09-27,米饭（外卖）,25
2025-09-16,银针菇（外卖）,4
2025-09-02,烤鸡翅,1
2025-09-16,匠匠家的面（外卖）,4
2025-09-27,米饭,58
2025-09-18,蒜香味,3
2025-09-16,升级豆花烤鱼,18
2025-09-18,经典麻辣豆花,4
2025-09-16,小份麻辣味烤鱼（黑豆花）,7
2025-09-06,凤梨百香果绿茶,14
2025-09-18,青柠气泡,15
2025-09-27,米饭（外卖）.,2
2025-09-06,凤梨烤牛肉,51
2025-09-18,青柠气泡,21
2025-09-18,手打柠檬,14
2025-09-16,美好火腿肠（外卖）,2
2025-09-06,芒果雪花冰,6
2025-09-16,银针菇,2
2025-09-25,薯条,4
2025-09-16,匠匠家的面,8
2025-09-16,银针菇,3
2025-09-18,手打柠檬,18
2025-09-30,水晶粉,4
2025-09-12,凤梨百香果绿茶,2
2025-09-18,凤梨百香果绿茶,2
2025-09-30,水晶粉,2
2025-09-03,掌中宝（外卖）,5
2025-09-18,翡翠青椒,1
2025-09-16,青柠酸辣,1
2025-09-06,芒果雪花冰,4
2025-09-16,美好火腿肠,3
2025-09-18,芒果雪花冰,1
2025-09-10,米饭（外卖）,7
2025-09-18,手打柠檬-花傲天同款,1
2025-09-03,掌中宝（2串起烤）,8
2025-09-18,手打柠檬-花傲天同款,1
2025-09-18,醪糟冰汤圆,11
2025-09-07,魔芋,4
2025-09-20,拍黄瓜,3
2025-09-16,烧椒烤茄子,1
2025-09-18,经典麻辣豆花,20
2025-09-16,烤鱿鱼须(2串起烤),11
2025-09-18,经典麻辣味豆花,3
2025-09-18,芒果雪花冰,2
2025-09-22,卤肥肠,5
2025-09-16,烤鱿鱼须（外卖）,4
2025-09-10,米饭,90
2025-09-22,小份酸菜味烤鱼（黑豆花）,1
2025-09-18,蒜香味,4
2025-09-16,手工黑豆花,1
2025-09-06,手打柠檬,5
2025-09-21,手打柠檬,7
2025-09-07,魔芋（外卖）,19
2025-09-19,薯条,3
2025-09-18,老坛酸菜豆花,1
2025-09-18,醪糟冰汤圆,14
2025-09-06,手打柠檬,10
2025-09-26,青柠气泡,52
2025-09-06,手打柠檬-花傲天同款,2
2025-09-16,青柠酸辣,1
2025-09-18,小份青椒味烤鱼（黑豆花）,2
2025-09-02,黑椒猪颈肉（2串起烤）,66
2025-09-07,魔芋,14
2025-09-18,掌中宝（2串起烤）,19
2025-09-25,烤鱿鱼须（外卖）,4
2025-09-18,蒜香味豆花,1
2025-09-07,升级豆花烤鱼,59
2025-09-16,烧椒烤茄子,1
2025-09-21,手打柠檬-花傲天同款,1
2025-09-04,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,4
2025-09-21,手打柠檬-花傲天同款,4
2025-09-22,酸菜豆花烤鱼（外卖）,3
2025-09-21,手打柠檬,1
2025-09-07,匠匠家的面,21
2025-09-07,匠匠家的面（外卖）,12
2025-09-25,烤鱿鱼须(2串起烤),19
2025-09-08,芝士烤红薯,21
2025-09-06,醪糟冰汤圆,24
2025-09-08,掌中宝（外卖）,15
2025-09-06,醪糟冰汤圆,12
2025-09-16,藕片（外卖）,10
2025-09-16,人气搭配(四川冷箭笋+土豆片+魔芋),1
2025-09-08,掌中宝（2串起烤）,18
2025-09-07,匠匠家的面,27
2025-09-07,手工黑豆花（外卖）,5
2025-09-12,凤梨百香果绿茶,2
2025-09-16,藕片,7
2025-09-16,四川冷箭笋+银针菇（素菜搭配A）,1
2025-09-16,藕片,1
2025-09-07,手工黑豆花,6
2025-09-16,凤梨烤牛肉,8
2025-09-12,米饭（外卖）,17
2025-09-18,凤梨百香果绿茶,4
2025-09-12,米饭,100
2025-09-26,烤五花肉,11
2025-09-16,人气搭配（四川冷箭笋+土豆片+魔芋）,13
2025-09-16,人气搭配（四川冷箭笋+土豆片+魔芋）,10
2025-09-06,烤非遗豆干（外卖）,40
2025-09-19,烤鸡翅,19
2025-09-16,黑椒猪颈肉（2串起烤）,60
2025-09-09,酸辣毛豆,1
2025-09-19,烤鸡翅,8
2025-09-26,烤五花（外卖）,10
2025-09-11,拍黄瓜,1
2025-09-25,宜宾把把烧,9
2025-09-16,老坛酸菜,1
2025-09-29,黑椒猪颈肉（2串起烤）,70
2025-09-06,烤非遗豆干,2
2025-09-02,薯条,5
2025-09-08,烤鸡翅,16
2025-09-25,宜宾把把烧,10
2025-09-08,烤鸡翅,1
2025-09-06,尽情撸串把把烧套餐（50串）(外卖),1
2025-09-18,黔鱼,1
2025-09-16,烤脑花,6
2025-09-18,青椒豆花烤鱼（外卖）,6
2025-09-29,菠萝小油条,6
2025-09-29,青柠酸辣,1
2025-09-18,麻辣豆花烤鱼（外卖）,11
2025-09-16,经典麻辣豆花,5
2025-09-06,宜宾把把烧,12
2025-09-18,经典麻辣豆花,21
2025-09-20,烤鱿鱼须（外卖）,12
2025-09-22,青柠酸辣豆花,1
2025-09-06,宜宾把把烧,17
2025-09-18,翡翠青椒,1
2025-09-21,烤羊肉串（2串起烤）,82
2025-09-18,经典麻辣味豆花,18
2025-09-21,杨枝甘露,2
2025-09-28,宜宾把把烧,5
2025-09-02,加勒比手撕烤鸡,5
2025-09-28,宜宾把把烧,9
2025-09-21,杨枝甘露,4
2025-09-20,烤鱿鱼须(2串起烤),34
2025-09-21,杨枝甘露,5
2025-09-28,烤鱿鱼须(2串起烤),8
2025-09-28,烤鱿鱼须（外卖）,12
2025-09-18,卤味豆干（外卖）,1
2025-09-07,红糖糍粑,17
2025-09-21,杨枝甘露-花傲天同款,1
2025-09-21,杨枝甘露-花傲天同款,4
2025-09-18,老坛酸菜,2
2025-09-06,青柠气泡,49
2025-09-09,手打柠檬,29
2025-09-06,青柠气泡,36
2025-09-16,蒜香味,4
2025-09-09,手打柠檬,6
2025-09-29,升级豆花烤鱼,21
2025-09-18,卤味豆干,4
2025-09-28,尽情撸串把把烧套餐（50串）(外卖),1
2025-09-18,翡翠青椒豆花,3
2025-09-07,青柠酸辣,8
2025-09-07,老坛酸菜,1
2025-09-11,椒麻鸡翅尖,18
2025-09-07,杨枝甘露,5
2025-09-11,椒麻鸡翅尖（外卖，份）,2
2025-09-06,烧椒烤茄子,14
2025-09-07,杨枝甘露,7
2025-09-29,手工黑豆花（外卖）,3
2025-09-06,拍黄瓜,5
2025-09-21,烤五花（外卖）,22
2025-09-29,手工黑豆花,4
2025-09-07,青柠酸辣,1
2025-09-14,烤生蚝,6
2025-09-12,掌中宝（外卖）,10
2025-09-21,烤五花肉,15
2025-09-16,土豆片,5
2025-09-07,薯条,20
2025-09-22,青柠酸辣,1
2025-09-02,卤味豆干（外卖）,3
2025-09-19,黑椒猪颈肉（2串起烤）,103
2025-09-16,土豆片（外卖）,26
2025-09-02,卤味豆干,4
2025-09-02,卤味豆干,6
2025-09-16,土豆片,14
2025-09-12,掌中宝（2串起烤）,28
2025-09-22,青柠酸辣,1
2025-09-08,乡村酥肉（外卖）,2
2025-09-09,青柠气泡,15
2025-09-16,加勒比手撕鸡（外卖）,2
2025-09-08,椒盐花生,1
2025-09-08,乡村酥肉,19
2025-09-18,蒜香味,2
2025-09-16,加勒比手撕烤鸡,10
2025-09-07,酸菜豆花烤鱼（外卖）,7
2025-09-07,老坛酸菜豆花,1
2025-09-07,青柠酸辣豆花,3
2025-09-28,老坛酸菜,1
2025-09-29,凤梨烤牛肉,20
2025-09-18,蒜香豆花黔鱼（外卖）,2
2025-09-22,青柠酸辣,1
2025-09-09,青柠气泡,23
2025-09-06,芝士烤红薯,66
2025-09-19,醪糟冰汤圆,6
2025-09-19,醪糟冰汤圆,21
2025-09-07,青柠酸辣,5
2025-09-07,老坛酸菜,6
2025-09-09,藕片,3
2025-09-03,藕片,4
2025-09-11,梅子酒（三两）,1
2025-09-12,梅子酒（三两）,1
2025-09-13,梅子酒（三两）,1
2025-09-16,梅子酒（三两）,2
2025-09-10,梅子酒（三两）,3
2025-09-14,梅子酒（三两）,3
2025-09-06,梅子酒（三两）,4
2025-09-09,梅子酒（三两）,4
2025-09-07,梅子酒（三两）,5
2025-09-15,梅子酒（三两）,6
2025-09-26,青柠气泡,4
2025-09-27,青柠气泡,4
2025-09-28,青柠气泡,4
2025-09-30,青柠气泡,4
2025-09-29,青柠气泡,5
2025-09-07,银针菇,2
2025-09-09,银针菇,2
2025-09-03,银针菇,3
2025-09-19,银针菇,4
2025-09-04,银针菇,5
2025-09-12,银针菇,6
2025-09-06,朝日生啤,12
2025-09-06,朝日生啤,1
2025-09-16,四川冷箭笋,2
2025-09-21,薯条,9
2025-09-12,福佳白4.5度,2
2025-09-27,福佳白4.5度,6
2025-09-19,福佳白4.5度,1
2025-09-13,福佳白4.5度,10
2025-09-27,福佳白4.5度,14
2025-09-06,刘创创手作米酒,2
2025-09-13,刘创创手作米酒,2
2025-09-12,刘创创手作米酒,4
2025-09-07,可乐（外卖）,1
2025-09-12,可乐（外卖）,2
2025-09-06,可乐（外卖）,4
2025-09-19,百威罐装,1
2025-09-06,百威罐装,2
2025-09-02,餐盒费,10
2025-09-15,餐盒费,12
2025-09-09,餐盒费,13
2025-09-25,餐盒费,15
2025-09-10,餐盒费,17
2025-09-18,餐盒费,17
2025-09-23,餐盒费,19
2025-09-24,餐盒费,19
2025-09-03,餐盒费,20
2025-09-08,餐盒费,20
2025-09-28,餐盒费,21
2025-09-11,餐盒费,22
2025-09-04,餐盒费,23
2025-09-22,餐盒费,23
2025-09-17,餐盒费,25
2025-09-16,餐盒费,26
2025-09-29,餐盒费,26
2025-09-01,餐盒费,28
2025-09-12,餐盒费,30
2025-09-19,餐盒费,32
2025-09-26,餐盒费,35
2025-09-21,餐盒费,41
2025-09-05,餐盒费,43
2025-09-20,餐盒费,46
2025-09-06,餐盒费,47
2025-09-30,餐盒费,47
2025-09-13,餐盒费,49
2025-09-14,餐盒费,54
2025-09-07,餐盒费,58
2025-09-27,餐盒费,63
2025-09-09,藕片（外卖）,5
2025-09-03,藕片（外卖）,7
2025-09-19,银针菇（外卖）,1
2025-09-02,外送费,102
2025-09-15,外送费,124
2025-09-09,外送费,138
2025-09-25,外送费,154
2025-09-23,外送费,157
2025-09-17,外送费,173
2025-09-18,外送费,174
2025-09-11,外送费,180
2025-09-10,外送费,189
2025-09-03,外送费,206
2025-09-28,外送费,211
2025-09-04,外送费,223
2025-09-08,外送费,225
2025-09-12,外送费,227
2025-09-24,外送费,227
2025-09-16,外送费,229
2025-09-22,外送费,230
2025-09-29,外送费,231
2025-09-01,外送费,275
2025-09-19,外送费,321
2025-09-21,外送费,342
2025-09-26,外送费,389
2025-09-30,外送费,431
2025-09-20,外送费,441
2025-09-05,外送费,454
2025-09-06,外送费,486
2025-09-13,外送费,499
2025-09-27,外送费,536
2025-09-07,外送费,550
2025-09-14,外送费,595
2025-09-05,打包费,1
2025-09-10,打包费,1
2025-09-12,打包费,1
2025-09-27,打包费,1
2025-09-29,打包费,1
2025-09-19,打包费,2
2025-09-30,打包费,2
2025-09-30,醪糟冰汤圆,-17
2025-09-05,醪糟冰汤圆,8
2025-09-05,醪糟冰汤圆,14
2025-09-13,精酿德式小麦,1
2025-09-09,精酿德式小麦,3
2025-09-07,精酿德式小麦,4
2025-09-06,精酿德式小麦,1
2025-09-11,精酿德式小麦,1
2025-09-12,精酿德式小麦,13
2025-09-10,精酿德式小麦,2
2025-09-09,精酿德式小麦,4
2025-09-13,精酿德式小麦,4
2025-09-06,卤味豆干,1
2025-09-23,卤味豆干,1
2025-09-17,卤味豆干,2
2025-09-14,卤味豆干,4
2025-09-06,胭脂萝卜,2
2025-09-06,下酒煮花生,2
2025-09-11,下酒煮花生,2
2025-09-06,精酿德式小麦（外卖）,1
2025-09-08,精酿德式小麦（外卖）,2
2025-09-17,卤味豆干（外卖）,3
2025-09-06,卤味豆干（外卖）,6
2025-09-13,卤味豆干（外卖）,7
2025-09-14,卤味豆干（外卖）,7
2025-09-16,水晶粉（外卖）,1
2025-09-28,水晶粉（外卖）,1
2025-09-09,水晶粉（外卖）,2
2025-09-12,水晶粉（外卖）,2
2025-09-16,四川冷箭笋（外卖）,5
2025-09-09,水晶粉,1
2025-09-12,水晶粉,1
2025-09-15,水晶粉,1
2025-09-03,餐盒,1
2025-09-06,餐盒,1
2025-09-16,餐盒,1
2025-09-01,餐盒,2
2025-09-08,餐盒,2
2025-09-20,餐盒,2
2025-09-04,餐盒,4
2025-09-14,餐盒,4
2025-09-27,餐盒,4
2025-09-07,餐盒,8
2025-09-02,手机支架,1
2025-09-09,手机支架,1
2025-09-11,手机支架,1
2025-09-16,手机支架,1
2025-09-19,手机支架,1
2025-09-23,手机支架,1
2025-09-25,手机支架,1
2025-09-26,手机支架,1
2025-09-04,手机支架,2
2025-09-07,手机支架,2
2025-09-10,手机支架,2
2025-09-13,手机支架,2
2025-09-14,手机支架,2
2025-09-21,手机支架,2
2025-09-22,手机支架,2
2025-09-27,手机支架,2
2025-09-30,手机支架,2
2025-09-06,手机支架,3
2025-09-17,手机支架,3
2025-09-29,手机支架,3
2025-09-05,手机支架,5
2025-09-05,生日大礼包,1
2025-09-09,生日大礼包,1
2025-09-11,生日大礼包,1
2025-09-24,生日大礼包,1
2025-09-25,生日大礼包,1
2025-09-26,生日大礼包,1
2025-09-29,生日大礼包,1
2025-09-13,生日大礼包,16
2025-09-03,生日大礼包,19
2025-09-14,生日大礼包,2
2025-09-15,生日大礼包,2
2025-09-28,生日大礼包,2
2025-09-04,生日大礼包,21
2025-09-06,生日大礼包,3
2025-09-07,生日大礼包,3
2025-09-08,生日大礼包,3
2025-09-10,生日大礼包,3
2025-09-20,生日大礼包,3
2025-09-01,生日大礼包,32
2025-09-02,生日大礼包,36
2025-09-12,生日大礼包,39
2025-09-27,生日大礼包,5
2025-09-08,生日大礼包,13
2025-09-17,生日大礼包,13
2025-09-28,生日大礼包,14
2025-09-15,生日大礼包,16
2025-09-23,生日大礼包,16
2025-09-18,生日大礼包,17
2025-09-24,生日大礼包,17
2025-09-26,生日大礼包,18
2025-09-11,生日大礼包,20
2025-09-16,生日大礼包,20
2025-09-19,生日大礼包,20
2025-09-27,生日大礼包,21
2025-09-29,生日大礼包,21
2025-09-10,生日大礼包,22
2025-09-25,生日大礼包,23
2025-09-21,生日大礼包,28
2025-09-13,生日大礼包,29
2025-09-05,生日大礼包,30
2025-09-07,生日大礼包,30
2025-09-30,生日大礼包,32
2025-09-06,生日大礼包,34
2025-09-14,生日大礼包,36
2025-09-20,生日大礼包,37
2025-09-22,生日大礼包,8
2025-09-09,生日大礼包,9
2025-09-06,生日大礼包,1
2025-09-11,生日大礼包,1
2025-09-13,生日大礼包,1
2025-09-19,生日大礼包,1
2025-09-30,生日大礼包,1
2025-09-08,生日大礼包,2
2025-09-09,生日大礼包,2
2025-09-15,生日大礼包,2
2025-09-23,生日大礼包,2
2025-09-25,生日大礼包,2
2025-09-26,生日大礼包,2
2025-09-27,生日大礼包,2
2025-09-07,生日大礼包,4
2025-09-10,生日大礼包,4
2025-09-20,生日大礼包,4
2025-09-08,生日大礼包,1
2025-09-23,生日大礼包,1
2025-09-28,生日大礼包,1
2025-09-06,生日大礼包,10
2025-09-14,生日大礼包,10
2025-09-20,生日大礼包,11
2025-09-21,生日大礼包,11
2025-09-27,生日大礼包,12
2025-09-07,生日大礼包,17
2025-09-10,生日大礼包,2
2025-09-11,生日大礼包,2
2025-09-15,生日大礼包,2
2025-09-22,生日大礼包,2
2025-09-16,生日大礼包,3
2025-09-18,生日大礼包,3
2025-09-09,生日大礼包,4
2025-09-24,生日大礼包,4
2025-09-29,生日大礼包,4
2025-09-19,生日大礼包,5
2025-09-30,生日大礼包,6
2025-09-05,生日大礼包,7
2025-09-13,生日大礼包,7
2025-09-25,生日大礼包,8
2025-09-26,生日大礼包,8
2025-09-14,卤味豆干,14
2025-09-06,卤味豆干,16
2025-09-23,卤味豆干,4
2025-09-13,卤味豆干,8
2025-09-17,卤味豆干,8
2025-09-16,四川冷箭笋,8
2025-09-16,水晶粉,2
2025-09-09,水晶粉,3
2025-09-11,水晶粉,3
2025-09-15,水晶粉,3
2025-09-10,水晶粉,4
2025-09-12,水晶粉,4
2025-09-28,水晶粉,6
2025-09-21,水晶粉,8
2025-09-03,藕片,6
2025-09-09,藕片,6
2025-09-19,银针菇,10
2025-09-07,银针菇,14
2025-09-09,银针菇,4
2025-09-12,银针菇,4
2025-09-03,银针菇,5
2025-09-04,银针菇,5
2025-09-06,娃哈哈苏打水（外卖）,6
2025-09-05,纸巾（外卖）,2
2025-09-07,纸巾（外卖）,2
2025-09-08,纸巾（外卖）,2
2025-09-10,纸巾（外卖）,2
2025-09-11,纸巾（外卖）,2
2025-09-12,纸巾（外卖）,2
2025-09-13,纸巾（外卖）,2
2025-09-14,纸巾（外卖）,2
2025-09-15,纸巾（外卖）,2
2025-09-16,纸巾（外卖）,2
2025-09-28,纸巾（外卖）,2
2025-09-27,纸巾（外卖）,4
2025-09-01,纸巾（外卖）,6
2025-09-06,腐竹,3
2025-09-06,腐竹,15
2025-09-01,环保安全燃料,1
2025-09-03,环保安全燃料,1
2025-09-06,环保安全燃料,1
2025-09-09,环保安全燃料,1
2025-09-12,环保安全燃料,1
2025-09-16,环保安全燃料,1
2025-09-21,环保安全燃料,1
2025-09-24,环保安全燃料,1
2025-09-28,环保安全燃料,1
2025-09-29,环保安全燃料,1
2025-09-13,环保安全燃料,2
2025-09-14,环保安全燃料,2
2025-09-17,环保安全燃料,2
2025-09-25,环保安全燃料,2
2025-09-27,环保安全燃料,2
2025-09-07,环保安全燃料,4
2025-09-06,筷子,1
2025-09-16,筷子,1
2025-09-19,筷子,1
2025-09-24,筷子,1
2025-09-08,筷子,2
2025-09-13,筷子,2
2025-09-14,筷子,3
